app,score,date,thumbs_up,content
Hevy,4,2025-12-22,0,only 4 stars because it doesn't have EVERY workout there is and needs to include more but overall a very effective app. 10/10 would recommend to friends and will update it to 5 stars once more exercises are included like sledgehammer slams and other stuff. cons: can't send messages to friends in-app which can be useful if you don't workout at the same gym.
Hevy,5,2026-04-04,0,"The easiest way to track exercises and follow the program, Claude recommended I install it and I couldn't be happier! 25+ workouts this month and keep going. Special thanks for being able to share your progress with friends."
Hevy,5,2026-04-23,0,"Best workout App by far. I started on the Free plan which gives you everything you need, but decided to subscribe for the extra analytics and mostly to support the team behind the app! Thanks for making an awesome, easy to use app!"
Hevy,5,2026-04-14,0,"best workout app. I've been using it for almost a year now and I can't complain about anything. I love the rest timers, the exercise guides, the streak function, etc. This is exactly what I've been looking for"
Hevy,5,2026-05-21,0,"it's great app, it tracks workout well, interface is simple. you can take photos and even track body measurements. using it regularly from 6 months."
Hevy,5,2026-05-09,0,great functionality for tracking weightlifting workouts and doesn't spam you with ads. I've used paid apps prior to this and I'm not missing out on anything.
Hevy,5,2026-04-14,0,its great to track what weight and reps you have done. can add a rest time have 3 different workouts on the free part of the app. highly recommended for those starting out in the gym to help you understand what to do and help track. Great for gym pros too!!
Hevy,1,2026-05-10,0,"not compatible with foldable phones, doesnt resize when unfolded. also I cannot save a routine after editing it, it will always default back to how it was. and this is a paid app.."
Hevy,5,2026-03-30,0,"best workout tracker app! even without the paid version this app is great. super simple and easy interface, already has pretty much all the common exercises you could think of. got the paid version to support the devs! great stuff ❤️"
Hevy,3,2026-04-15,1,"Why do I need a unique username? Is this an online game or an exercise app? Can anybody work out without performing for people anymore? Is there anybody left who just lifts because to they enjoy it? Not everybody needs to put on a show! I'll try out the free version, but I already have a bad taste in my mouth. It's kind of sad when you promote this illusion"
Hevy,5,2026-03-24,0,this app is truly the best. I do wish it had stretching options though but I love how it adds all of your weights up and tells you what you lifted like I lifted a friggen T Rex tpday!!! it really helps me to see what thing I lift next time. its at a good price point too. it takes so much guess work out
Hevy,5,2026-04-07,0,Hevy has made tracking my exercises so easy! even just using the free version is enough to show your progression over the past few months even years! highly recommend if you haven't tried it.
Hevy,5,2026-03-10,0,"awesome!!! it helped me when I was gymless and working out at home, it helps me when I'm sick and tired of some exercises (it's so easy to swap) it is has the right amount of gamification (it's cool to know how much I'm evolving without it being overwhelming). Just amazing. Well done, y'all!!"
Hevy,5,2026-03-23,0,"I absolutely adore Hevy. Its the most generous FREEmium workout app ive tried and its super intuitive. I'm very happy it also has a lifetime option instead of only being subscription based, which ill likely get eventually so I can have more routines."
